#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc
691.1815059276979	6.66667	3.33333	1.8573168964316038e-06	4.422000684765416e-05	0.01133063968848165	0.14162980730701372	1.4167293608150178e-05	0.9044406031668202	-0.9983786180202298	0.8001419088489558	0.13934390557130558
1205.2378539925128	13.3333	6.66667	5.129515322161021e-06	2.8211696006778034e-05	0.008113717613692221	0.07756684249760691	3.5028813674873055e-05	0.9515003646731444	-0.9992235255957607	0.7719766442109406	0.6501937910739454
1647.5894207005015	20.0	10.0	9.65712687284072e-06	2.1371093682147386e-05	0.00763360981483701	0.07461573700336163	5.857004510235335e-05	0.9679022299940284	-0.9995508794350841	0.7919245689702705	0.8310331254647446
2041.9404409097167	26.6667	13.3333	1.4871899795145621e-05	1.6833991473888737e-05	0.0076480765349933085	0.0793648922599464	8.161519464980063e-05	0.974594425330262	-0.9997390953807218	0.8116504690876679	0.890444583399662
2400.3244973124492	33.3333	16.6667	2.0151473943219408e-05	1.3251268823066801e-05	0.007727960285864745	0.08402471829545294	0.00010138443577526691	0.9771141820675711	-0.9998639079652759	0.8209703961725303	0.911016988592092
2730.5826467148554	40.0	20.0	2.51571603569549e-05	1.0348569272716751e-05	0.007809713091761818	0.08738450480985112	0.00011706482137025275	0.9775409253707577	-0.999918247913199	0.821553802879303	0.9173725151992722
3039.3591297545086	46.6667	23.3333	2.961928520142918e-05	7.956718484590675e-06	0.00787206259580971	0.08935289205490106	0.00012823566711876223	0.9764791719836147	-0.9997814666103457	0.8143841103535002	0.916369787348879
3332.2525896540196	53.3333	26.6667	3.366162277656837e-05	6.03445567192497e-06	0.007976477443870452	0.09086452416801193	0.000136151617957286	0.9744547426327271	-0.9990614060631733	0.802686228438498	0.9113053599914469
3614.8321918883207	60.0	30.0	3.731669599806743e-05	4.4843073896856545e-06	0.008121092088925691	0.09233782114953343	0.00014147184396359102	0.9716398095869513	-0.9965900600753531	0.7880928510619413	0.9029972462944891
3891.5655194005367	66.6667	33.3333	4.0593888488841665e-05	3.2339762377142613e-06	0.008272633398212732	0.09391657950098532	0.00014477597186243632	0.9682559766560973	-0.9888354190062236	0.7723273073021725	0.891946337118883
