#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc	corr_Log_Mc_eta	corr_Heff5_eta	corr_Heff8_eta
34.772877477353155	5.54772	4.45228	0.00014970856895967302	0.00363019451588906	0.21748039158379787	2.968911165739105	0.0021521191901952615	-0.9061991834906518	-0.9550445234445792	0.04142897061003177	0.5288067819743983	0.772367779404457	-0.25230423675361524	-0.5716715628615467
59.94752937447353	11.0954	8.90456	0.00023602550590111622	0.003174597198878557	0.22567820106704542	1.9489900265727846	0.005946366680606652	-0.6835111530797424	-0.9799129838493507	-0.652751955121264	0.6321398983034877	0.5431332836064354	0.5408578663284886	-0.733896988931811
80.57919525189807	16.6432	13.3568	0.0003232548079927354	0.0030542824040274107	0.25777025453054214	2.16192333978221	0.011385945073775878	-0.057530818249993544	-0.9884982390567038	-0.7290856379061372	0.6130141642042097	-0.08027746917181933	0.6496433464263212	-0.7068580742010774
97.42067980013074	22.1909	17.8091	0.0006300533832433777	0.003044045929091502	0.2682467691936071	2.842513369709954	0.01863479350599949	0.5685856633126499	-0.9927015986559953	-0.6768680789396263	0.6698081583199565	-0.6561498299361497	0.6072835134019157	-0.7423266902873772
110.76864913573478	27.7386	22.2614	0.0013032800903271023	0.0030780414871367395	0.2687777013209487	3.963174260618322	0.02791142601391925	0.8084554294418037	-0.9951482415044068	-0.5264564614096128	0.7503884167840811	-0.8584269534624628	0.4603557824529798	-0.803312145563384
120.74376307440878	33.2863	26.7137	0.0024117299099572368	0.003106306835644317	0.27814997424542337	5.587461996200457	0.03923365852039039	0.893847811185087	-0.996691880603077	-0.2485675972484129	0.8146406252788961	-0.9247752446634242	0.1865254466228133	-0.8528657388158031
127.63900883425063	38.834	31.166	0.003927218792331678	0.0030312184607366234	0.32119282149202133	7.57889910206426	0.05137053302671048	0.9271097999342269	-0.9976550591445424	0.09177548056649612	0.850738928410631	-0.9485433913646396	-0.14462978086451397	-0.8795552276369353
131.68874161716403	44.3818	35.6182	0.00560373647421776	0.002766694949596246	0.4044204780780444	9.523103291140872	0.061539267118038865	0.9372508164430655	-0.9982496479696531	0.33243742621975964	0.8591106210952216	-0.9540514812102039	-0.37388685739635386	-0.8825801378211927
133.3866496576212	49.9295	40.0705	0.0070189860066159114	0.002323338817813613	0.5000660467257864	10.882306512067332	0.06706376334161614	0.9324805557203538	-0.9986888942680661	0.4190178861140627	0.8391670663796262	-0.9464585751910614	-0.4494786267545378	-0.8586567038799744
133.31307607324626	55.4772	44.5228	0.00797347881301195	0.0018350281034855917	0.5841974356832221	11.560479374905984	0.06842180866953439	0.9150316308883079	-0.9991150867158045	0.39616878295718544	0.7887258963557392	-0.9237226076405917	-0.40997043442677766	-0.7996257965450434
