#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc
30.296521312248505	7.5	2.5	0.000114075220312426	0.0024790861300711324	0.18249592173083556	2.578115320185931	0.0018862160375872881	-0.8477740210484832	-0.9555230972569276	-0.2120514040158966	0.5216761592087104
52.23048540864012	15.0	5.0	0.0001902454691454731	0.002114033412688282	0.21655981697336518	1.6969808537640967	0.0051659527014259795	-0.5717796398061633	-0.9797415285014214	-0.749358751737939	0.667074268159681
70.20615506066758	22.5	7.5	0.0002894829389022638	0.002012826290900986	0.24364171118600741	1.88865866869462	0.009828896583155222	0.09513030805977339	-0.9882322906341624	-0.7908372845875749	0.6607869257820133
84.87960281656554	30.0	10.0	0.0005916224987071843	0.0019942104387867397	0.25001974901239576	2.4900882909849447	0.016014297715114367	0.6275962920483475	-0.9924479930972463	-0.7421674124463163	0.7086954716702758
96.50926189399762	37.5	12.5	0.0012103761558424936	0.002010991434074461	0.24634692266854527	3.4771442612765573	0.023933536094437192	0.8266803014699922	-0.9949397940264331	-0.6138209208625924	0.776892603848439
105.2002591184391	45.0	15.0	0.0022286649662138385	0.0020369512522967806	0.24681083262216086	4.925749080522291	0.03376927714801976	0.9021440347304756	-0.9965573398046023	-0.36361613801610465	0.8337258813238895
111.20786492110639	52.5	17.5	0.003683266657739467	0.002022846079823905	0.2738705677496801	6.802904386686908	0.04499342366685441	0.9342429584038121	-0.9976242141318221	-0.008590753994215513	0.8694836365475798
114.73629733246024	60.0	20.0	0.005465762223748735	0.0019151287575300449	0.34371222828971854	8.882362947999884	0.05591386829384367	0.9470852527205927	-0.9983325430679096	0.2973931391870873	0.8848268735973318
116.21562454507583	67.5	22.5	0.007217748189807225	0.0016816839506724511	0.44005732400763187	10.662883538378813	0.06378741292756507	0.947982253341796	-0.9988435947744801	0.4481771323415549	0.879735151345171
116.15151645373544	75.0	25.0	0.008584363348029955	0.0013692922761583564	0.5332205611943119	11.787397847526156	0.06735530560003575	0.9390259988421082	-0.9992717499126296	0.4747046629340527	0.8526374672758156
