#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc
32.98266650826189	6.66667	3.33333	0.00013446704175172104	0.003139356290616133	0.20143850600183272	2.80548199156758	0.00204644133857708	-0.8858405941620391	-0.9552479208001736	-0.06192460964224188	0.523480807081048
56.86130769572167	13.3333	6.66667	0.00021636388877040126	0.002717030966630809	0.22268262248848658	1.841148453560915	0.005634023991804672	-0.640802716467734	-0.979845837843335	-0.6973870266249663	0.6448377408099861
76.43078075615581	20.0	10.0	0.0003092762057038126	0.0026027385523177027	0.2530136707880582	2.046464102926391	0.01075937678801489	0.0074056738587548075	-0.9883905745692879	-0.7573204156012056	0.6315364629586654
92.40514956688851	26.6667	13.3333	0.0006167018674513514	0.0025875663059577022	0.2617058846525241	2.6959887255922714	0.01757618214604051	0.5949105082846731	-0.9925982593328979	-0.7063585452210611	0.6852371834975877
105.06602901861345	33.3333	16.6667	0.0012703402114365625	0.002613480119552333	0.2602075654976218	3.7637314296407585	0.02630152928672063	0.8165479184617471	-0.9950631099512992	-0.565228744119105	0.7610608433353863
114.52753584388851	40.0	20.0	0.0023458676880074828	0.0026416691677356584	0.26542360487814215	5.319605027410979	0.03703087059321012	0.897516606809039	-0.9966371350979866	-0.29779336145801677	0.8224805631252232
121.06774540190897	46.6667	23.3333	0.0038438881750194527	0.0025969592653584833	0.30164208486472593	7.272992561032834	0.04884470963407815	0.9302611785466678	-0.9976430036983595	0.05131553392820723	0.8586792105457149
124.9090983410405	53.3333	26.6667	0.005572970268121452	0.0024057266212463967	0.3799137048402725	9.284050966290106	0.05938966166965398	0.9415742763800496	-0.9982835895521459	0.3194523629976747	0.8702394681384622
126.51954678857962	60.0	30.0	0.0071236963962384445	0.0020544562659234843	0.47647690433553674	10.81145740291649	0.06585006337091628	0.9392387563541963	-0.9987504508965214	0.4313649509551157	0.8568014633302874
126.44972312625308	66.6667	33.3333	0.008227620588561139	0.001638998808548639	0.5641691425705906	11.647212703655837	0.06797375333180251	0.9253736639799718	-0.9991766324649632	0.4276596188956813	0.8163311112254402
