#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc
799.1527656922133	7.5	2.5	1.780905849028962e-06	4.592491841073083e-05	0.00995566519817683	0.15477120826469745	1.910195117248318e-05	0.7687010229281067	-0.9931342618171879	0.7801051541442198	0.007099363609487869
1412.3539935946974	15.0	5.0	4.993953826998385e-06	3.0035698038572677e-05	0.006625257437406348	0.06717969876390385	4.728847985196071e-05	0.8871641499308907	-0.9965607220227624	0.7041645283863591	0.5696021483250253
1959.6388369334686	22.5	7.5	1.006426321524695e-05	2.3930702977174108e-05	0.006167210168528725	0.0630479541900575	8.196790590400575e-05	0.9340183185901489	-0.9979289346168381	0.7178638647525073	0.8466062840528344
2460.837983426135	30.0	10.0	1.72075785427054e-05	2.0637518458665908e-05	0.006461005371961307	0.07408949875545554	0.0001234982507240183	0.956624860087616	-0.9987260795818398	0.7626318936010484	0.920650766643898
2924.6375186414857	37.5	12.5	2.6779910167350327e-05	1.8514037066220908e-05	0.007137277457316919	0.09031896947693036	0.00017267868646000375	0.9695249303253287	-0.9992502149871516	0.8091864349933644	0.9435597665356429
3355.352768589213	45.0	15.0	3.925306484068355e-05	1.6951070047650813e-05	0.008100620074861292	0.11014472824836265	0.0002306131448676309	0.9776747108927888	-0.9995975131869471	0.8485848282984984	0.9546546219397499
3756.228844215797	52.5	17.5	5.488794338465772e-05	1.5576816018227106e-05	0.00926147612421787	0.13284847582727718	0.0002971911444996604	0.9830213643124002	-0.9997983632608402	0.8784284438812401	0.9618151864462836
4128.485624668028	60.0	20.0	7.372164320969615e-05	1.4176867580013621e-05	0.010557610064363614	0.15770968912872088	0.0003712296709047294	0.986569432216771	-0.9998499533011586	0.8996957235072899	0.9668370140634845
4473.639279224268	67.5	22.5	9.480254795654867e-05	1.2550497983044053e-05	0.011827713765494895	0.18247389358961938	0.00044756262625501023	0.9887882094454249	-0.9996922046468997	0.9130288675685628	0.9698963636109244
4793.123411928842	75.0	25.0	0.00011596314728664723	1.0593820776217411e-05	0.012847487936019905	0.20355400771162685	0.0005170382377961822	0.9899410910599435	-0.9991109200583254	0.9189692287049417	0.9708506297870497
