#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc	corr_Log_Mc_eta	corr_Heff5_eta	corr_Heff8_eta
870.0071169334261	6.66667	3.33333	1.730732094061694e-06	9.710199830651762e-05	0.01012261992719201	0.16755092918778072	2.5617222900710753e-05	-0.9517255126602207	-0.8290755813261108	0.4689015140941598	0.1469372370231169	0.8187591890551846	-0.8142586451242486	-0.06182792755103347
1537.5751225889348	13.3333	6.66667	3.8241793378348175e-06	8.124124867011895e-05	0.004654536333965322	0.06960802676923959	5.79775091012678e-05	-0.9646743789428222	-0.8927815751013376	-0.2110747847833729	0.45669305728690035	0.8596999529752392	-0.09639528347357386	-0.518246310002697
2133.384546945817	20.0	10.0	5.752289287230575e-06	7.636001108543339e-05	0.005088851519675869	0.04670282754526273	9.857193262305806e-05	-0.9609587115219453	-0.9251728585431885	-0.7267184408980162	0.5335406227862073	0.8558432146641601	0.5520978707353978	-0.6668792454791522
2679.01939185315	26.6667	13.3333	7.459813967033216e-06	7.46443600421613e-05	0.006296858302374624	0.03758377551777541	0.00014805682665886338	-0.9461577377972142	-0.9447101682013066	-0.8651730389716652	0.48540396959919585	0.8372380979427305	0.7576876534979498	-0.657783965145889
3183.9436378657374	33.3333	16.6667	8.880439640029097e-06	7.427853615596322e-05	0.007376460908358743	0.0343660277604864	0.0002068032391819179	-0.9189808581745277	-0.9574729744833895	-0.9103232163101626	0.38185411982238865	0.8041832126382893	0.8318209965953919	-0.5705720396804509
3652.8454178126294	40.0	20.0	9.970217995576419e-06	7.475385786459792e-05	0.00826792551698474	0.03453724113157143	0.000275509852702894	-0.873352538756723	-0.966350467593015	-0.928895187425753	0.2834840613544986	0.7504225514394428	0.8646329819278809	-0.4712265211537597
4089.2625508586248	46.6667	23.3333	1.0730445357565458e-05	7.565763506244044e-05	0.008994422684200542	0.03669086536212452	0.00035444315998416727	-0.7973200405347971	-0.9727521268122428	-0.9370544736614352	0.22407843087841312	0.66390822535211	0.8806179720601983	-0.40182153719065794
4494.527267138307	53.3333	26.6667	1.1273442967152707e-05	7.698441789598127e-05	0.009584887516810301	0.04015516105497483	0.00044472461212388806	-0.668867934303438	-0.9775763013709857	-0.9395842760554938	0.21255230507382664	0.5234856075095442	0.8876448437883206	-0.37690603873094974
4870.281567720787	60.0	30.0	1.1916906783744801e-05	7.85823114296038e-05	0.010056388387886871	0.04467932020664553	0.0005469994864515617	-0.4600640533791856	-0.9813004554143443	-0.9384143407829996	0.2409151167002726	0.30496643409712826	0.8891024224340497	-0.3911523986510864
5218.090532548287	66.6667	33.3333	1.3271973716643173e-05	8.033080134435192e-05	0.010419483347103728	0.05030550203564921	0.000661777382949434	-0.16540867895734485	-0.984231789307126	-0.9342821452086043	0.2969699813459067	0.010231245016633254	0.8864503895677706	-0.43315618730796007
