#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc	corr_Log_Mc_eta	corr_Heff5_eta	corr_Heff8_eta
917.2287775451159	5.54772	4.45228	1.9873049917569565e-06	0.00011014826387436022	0.011309670729968253	0.17607027974576028	2.7092855035816734e-05	-0.9553717554226615	-0.8303615830002595	0.5000316639351208	0.15462716459885256	0.8498544899460744	-0.836118183112439	-0.07450411620073084
1621.029018891087	11.0954	8.90456	4.2429743317056615e-06	9.371522835252586e-05	0.005014782990730266	0.07353776564711281	6.112928316212652e-05	-0.9679617926863052	-0.8929027038159181	-0.09659943850532933	0.46053243381784614	0.874416471402027	-0.21810658266234026	-0.5277204386532275
2249.177729901491	16.6432	13.3568	6.32391461338483e-06	8.869978679004761e-05	0.005099876758275145	0.04932892599282249	0.00010393480907557909	-0.9656229189383303	-0.9252849354858947	-0.6684177033588484	0.5268866089114099	0.8684517991945762	0.4762972701829411	-0.6654307935150899
2824.430148918755	22.1909	17.8091	8.171583343104814e-06	8.706151070141144e-05	0.006292870416819051	0.03964385970127613	0.00015621913973377756	-0.952716083429549	-0.9448848646794517	-0.8414278488589836	0.46589200076191706	0.8504791412193246	0.723382098950998	-0.6430410539575842
3356.757069673054	27.7386	22.2614	9.712788256637488e-06	8.687440495284991e-05	0.007422693742978802	0.03629672442639605	0.0002183855956456622	-0.9283778330479807	-0.9576893921514159	-0.897310119668059	0.34932556375877	0.8198408077963973	0.8121729891376123	-0.541814196695237
3851.111424216886	33.2863	26.7137	1.0895683139088299e-05	8.76075608281343e-05	0.008368813345456068	0.036586272065355266	0.0002911805524685124	-0.8873500149482929	-0.9665858622450645	-0.9198952237423899	0.2417032513564172	0.7706796277815445	0.8509887630314218	-0.4318935500370297
4311.217798943039	38.834	31.166	1.1709318691100154e-05	8.880673912195811e-05	0.009143450737014405	0.0389496229657778	0.0003748988363260611	-0.8189236959530036	-0.9729930050967065	-0.9297950977176905	0.17765449651273146	0.6919220035489569	0.8698265892810112	-0.35684184049714596
4738.475001696538	44.3818	35.6182	1.2249791695527557e-05	9.048021993773945e-05	0.009773288037874694	0.0426285779369042	0.0004707431874013911	-0.7027272810487236	-0.9778148897014186	-0.9330395324816921	0.1648295561387091	0.5636437165103837	0.878241747490146	-0.3301561704229722
5134.625895341748	49.9295	40.0705	1.2814665332438106e-05	9.246054321310027e-05	0.010275881524880631	0.04734428515427045	0.000579426954156109	-0.51021863129876	-0.9815335378623157	-0.9320296259607184	0.19414042768334813	0.36026756993068537	0.8802977323859514	-0.34526046127194865
5501.3145377007895	55.4772	44.5228	1.4015147252791409e-05	9.461083298321325e-05	0.010662626312372546	0.053146638285392844	0.0007015190220204859	-0.2271926104487271	-0.9844581356512327	-0.9276870731338137	0.25290530548994383	0.07446749881092038	0.8777379908916209	-0.3900565434136178
