#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc	corr_Log_Mc_eta	corr_Heff5_eta	corr_Heff8_eta
799.1527656922133	7.5	2.5	1.3868816908755783e-06	7.888279035780956e-05	0.008507173834144472	0.15469697394505588	2.341462212411608e-05	-0.9370946424242352	-0.8270481490121914	0.41413054698699975	0.14063113530635354	0.7526960436307786	-0.7739657837635429	-0.049436616649416856
1412.3539935946976	15.0	5.0	3.251123446688401e-06	6.437874553660042e-05	0.004258541711505254	0.0641064737158613	5.324129012452147e-05	-0.9574187434223824	-0.8925754688108556	-0.37191879456832333	0.4573997616517481	0.8337034256010204	0.08335330803508768	-0.5118136067308455
1959.6388369334686	22.5	7.5	4.96680478541601e-06	5.990625272465854e-05	0.005050114863281403	0.043189941653494095	9.05119978090279e-05	-0.9523661176959634	-0.9249869252725608	-0.7904063200309134	0.5494763304642475	0.8347495296083229	0.639114374394277	-0.6753514554220451
2460.837983426135	30.0	10.0	6.481547773990964e-06	5.822085174452461e-05	0.006220764941488787	0.0348974717092513	0.00013581523897700804	-0.9348568417165211	-0.9444394879791994	-0.8909488491682197	0.5204564250819266	0.8156326467017818	0.7966984869614382	-0.6851613445616263
2924.6375186414857	37.5	12.5	7.738874657975178e-06	5.770882940557929e-05	0.0072090427712477746	0.03187025316261344	0.00018947739401999248	-0.9033000328005731	-0.9571461740457863	-0.9247805694282974	0.4366640916576773	0.7789812302180533	0.8545835730515539	-0.6186318176768285
3355.352768589213	45.0	15.0	8.706255812698933e-06	5.79125119535736e-05	0.008014087183975152	0.03188018210760708	0.0002521301973726441	-0.8504424276703011	-0.9659993965857349	-0.9391037237521792	0.3524382521230394	0.7181279966623142	0.8806883851630177	-0.5351883421830935
3756.228844215797	52.5	17.5	9.401442567638104e-06	5.84829061882675e-05	0.008667507708710706	0.033739643743992166	0.00032400210507252446	-0.7625683127590251	-0.9723955263040961	-0.945425015277065	0.29971007391913207	0.6197546314137266	0.8934599195450685	-0.47398171652005544
4128.485624668028	60.0	20.0	9.956831335780666e-06	5.9401331477853076e-05	0.009199096008485322	0.03689571416499134	0.0004060990403154008	-0.6157947887210615	-0.9772249738879893	-0.9472290741809465	0.2890943738366439	0.46156216690834745	0.8989249898076606	-0.45080010211742827
4473.639279224268	67.5	22.5	1.0708617352335161e-05	6.054155316984221e-05	0.009624542440470637	0.041132813481313014	0.0004989813831457414	-0.38510725159838355	-0.9809591776045623	-0.9459492696306119	0.31449540708521456	0.22341735060206913	0.899727869369345	-0.4623705199813166
4793.123411928842	75.0	25.0	1.2245720683201903e-05	6.180596343791935e-05	0.00995304545450989	0.046477543954127704	0.0006030867010656467	-0.07949836099700923	-0.9839024735213083	-0.942131978906714	0.36483849805421315	-0.07811825178217857	0.8970163241479435	-0.498706915907168
