#SNR	m1	m2	err_Log_Mc	err_eta	err_H_eff5	err_H_eff8	err_ecc	corr_Mc_ecc	corr_eta_ecc	corr_Heff5_ecc	corr_Heff8_ecc	corr_Log_Mc_eta	corr_Heff5_eta	corr_Heff8_eta
728.6969904090645	5.54772	4.45228	1.003126328138924e-06	8.788581300574022e-05	0.011302471670064951	0.15093538325782446	1.1126255487752656e-05	-0.9287418420296482	-0.9053660860579809	0.5749040266371559	0.23698914516728334	0.7437831885251786	-0.811659009289494	-0.21324117098119835
1270.6537113440302	11.0954	8.90456	2.0176440577621967e-06	7.328762523400455e-05	0.005841450149984591	0.07966137514697891	2.8095224404658993e-05	-0.9017807613840041	-0.951123364221521	0.28840409429827313	0.570677720042623	0.7557725364811239	-0.49620122031345687	-0.6326403139917706
1737.0152222983093	16.6432	13.3568	2.765940986271896e-06	6.90691873233481e-05	0.00462093149355303	0.06416193740310322	5.136403478458328e-05	-0.8245934425237936	-0.9699824184078953	-0.041056779841061014	0.6679319347876446	0.6839247819467562	-0.13459217093233414	-0.74627477937783
2152.7720781492553	22.1909	17.8091	3.2890039008211675e-06	6.701059905916017e-05	0.004417736096160225	0.05837069608662046	8.063014047728515e-05	-0.6843924350279896	-0.9795175878054789	-0.27653790224027985	0.7011532699425783	0.5411247377206557	0.13315239892325442	-0.781259344627132
2530.6057965473155	27.7386	22.2614	3.744975128905938e-06	6.55001030857835e-05	0.004505336537399425	0.056295573550060665	0.00011520332234855003	-0.44583723780480233	-0.9849080232597281	-0.4050534580197828	0.7135660168236277	0.2994863559249694	0.28541489409714516	-0.7913494829187038
2878.7908664990655	33.2863	26.7137	4.460330595684908e-06	6.426896159403509e-05	0.004653666154572782	0.05648374102686062	0.00015464699078330009	-0.10548783713720569	-0.9882476930098769	-0.4561134678011889	0.7215779382781231	-0.034729862235263614	0.3515797696139066	-0.7955143924773079
3204.328167881113	38.834	31.166	5.842227564419814e-06	6.32341071843282e-05	0.004795937979454972	0.058596448996372445	0.000198680103207258	0.24298365166378608	-0.9904683346200158	-0.4545291711112909	0.7317849180050217	-0.36400917108699327	0.35899572248865785	-0.8012281567090822
3513.115986827149	44.3818	35.6182	8.20950183329935e-06	6.265883113583025e-05	0.0049305643437829085	0.06292782096036798	0.0002482022675861705	0.5047799726005302	-0.9920834743453774	-0.4079804028629166	0.7480906148391219	-0.601563844295111	0.31768329735447487	-0.8122792225126595
3811.0344795672463	49.9295	40.0705	1.1754352792641056e-05	6.261360840258773e-05	0.005079035636305866	0.06984169055842994	0.00030439515434489293	0.6705500240396255	-0.9933482209119329	-0.322945937134414	0.7700080565415941	-0.7459292961456582	0.23625842970712427	-0.8282604076105404
4102.789292894506	55.4772	44.5228	1.6585756837958567e-05	6.299497080038392e-05	0.005262698295425614	0.07943635294249275	0.0003681928843636978	0.7713596952017578	-0.9943929968947706	-0.2101244959169912	0.7945310339174869	-0.8301800321463086	0.1272039400307412	-0.846459525269789
